2021-01-26 17:35:12,192 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,197 Added job "MQ2.leer_voltaje" to job store "default"
2021-01-26 17:35:12,197 Scheduler started
2021-01-26 17:35:12,199 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,200 Added job "MQ3.leer_voltaje" to job store "default"
2021-01-26 17:35:12,200 Scheduler started
2021-01-26 17:35:12,203 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,203 Added job "MQ4.leer_voltaje" to job store "default"
2021-01-26 17:35:12,204 Scheduler started
2021-01-26 17:35:12,206 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,207 Added job "MQ5.leer_voltaje" to job store "default"
2021-01-26 17:35:12,207 Scheduler started
2021-01-26 17:35:12,209 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,210 Added job "MQ7.leer_voltaje" to job store "default"
2021-01-26 17:35:12,210 Scheduler started
2021-01-26 17:35:12,213 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,213 Added job "MQ8.leer_voltaje" to job store "default"
2021-01-26 17:35:12,214 Scheduler started
2021-01-26 17:35:12,216 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,217 Added job "MQ9.leer_voltaje" to job store "default"
2021-01-26 17:35:12,217 Scheduler started
2021-01-26 17:35:12,219 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,220 Added job "MQ135.leer_voltaje" to job store "default"
2021-01-26 17:35:12,220 Scheduler started
2021-01-26 17:35:12,221 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,222 Added job "Main.iniciar_ciclo" to job store "default"
2021-01-26 17:35:12,222 Scheduler started
2021-01-26 17:35:17,177 Job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,203 Running job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" (scheduled at 2021-01-26 17:35:17.199621+01:00)
2021-01-26 17:35:17,207 Running job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" (scheduled at 2021-01-26 17:35:17.202946+01:00)
2021-01-26 17:35:17,212 Running job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" (scheduled at 2021-01-26 17:35:17.206198+01:00)
2021-01-26 17:35:17,215 Running job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" (scheduled at 2021-01-26 17:35:17.209429+01:00)
2021-01-26 17:35:17,219 Running job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" (scheduled at 2021-01-26 17:35:17.212742+01:00)
2021-01-26 17:35:17,221 Job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,225 Running job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" (scheduled at 2021-01-26 17:35:17.216075+01:00)
2021-01-26 17:35:17,228 Running job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" (scheduled at 2021-01-26 17:35:17.219415+01:00)
2021-01-26 17:35:17,230 Job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,233 Job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,235 Job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,236 Job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,243 Job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:17,244 Job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" executed successfully
2021-01-26 17:35:18,169 Running job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" (scheduled at 2021-01-26 17:35:18.165404+01:00)
2021-01-26 17:35:18,176 Job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,203 Running job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" (scheduled at 2021-01-26 17:35:18.199621+01:00)
2021-01-26 17:35:18,207 Running job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:18 CET)" (scheduled at 2021-01-26 17:35:18.202946+01:00)
2021-01-26 17:35:18,215 Job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,216 Running job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:18.206198+01:00)
2021-01-26 17:35:18,217 Job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,221 Running job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:18.209429+01:00)
2021-01-26 17:35:18,222 Running job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:18.212742+01:00)
2021-01-26 17:35:18,229 Running job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:18.216075+01:00)
2021-01-26 17:35:18,230 Running job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:18.219415+01:00)
2021-01-26 17:35:18,232 Job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,241 Job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,242 Job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,259 Job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:18,262 Job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" executed successfully
2021-01-26 17:35:19,171 Running job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:19.165404+01:00)
2021-01-26 17:35:19,178 Job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:20 CET)" executed successfully
2021-01-26 17:35:19,203 Running job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:19.199621+01:00)
2021-01-26 17:35:19,208 Running job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:19.202946+01:00)
2021-01-26 17:35:19,211 Job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:20 CET)" executed successfully
2021-01-26 17:35:19,214 Running job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:19.206198+01:00)
2021-01-26 17:35:19,218 Running job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:19 CET)" (scheduled at 2021-01-26 17:35:19.209429+01:00)
2021-01-26 17:35:19,221 Running job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:20 CET)" (scheduled at 2021-01-26 17:35:19.212742+01:00)
2021-01-26 17:35:19,222 Job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:20 CET)" executed successfully
2021-01-26 17:35:19,226 Running job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:20 CET)" (scheduled at 2021-01-26 17:35:19.216075+01:00)
